ObjectID,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
427929,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,5203041,5203,041,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016565.95,2098577.827,37.7432246838616,-122.385342973421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.743224697678,-122.385342973411]
434602,May Sun Kitchen,Truck,9582003,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,004,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012315.623,2092832.142,37.7272121739004,-122.399636251644,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7272121877323,-122.399636251634]
427738,Singh Brothers Ice Cream,Truck,9602000,NIBBI CT: GILLETTE AVE to END (1 - 99),35 NIBBI CT,5079004,5079,004,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6013200.29,2086710.154,37.7104516918675,-122.396149078996,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7104517057157,-122.396149078986]
427966,Bach Catering,Truck,9792000,OAKDALE AVE: QUINT ST to RANKIN ST (1900 - 1999),1900 OAKDALE AVE,5314001,5314,001,13MFF-0075,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,6013438.391,2096848.22,37.7383020209625,-122.396036145058,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0075&ExportPDF=1&Filename=13MFF-0075_schedule.pdf,,03/26/2013 10:05:29 AM,Mar 15 2013 11:49AM,1,03/15/2014 12:00:00 AM,[37.7383020347837,-122.396036145048]
378899,Bob's Too Catering,Truck,9794000,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2150 OAKDALE AVE,5590A003,5590A,003,12MFF-0103,EXPIRED,Cold Truck: sandwiches: snacks: pastries: candy: cold drinks: and hot drinks,6012179.82,2097799.494,37.7408439142778,-122.40045449251,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0103&ExportPDF=1&Filename=12MFF-0103_schedule.pdf,,06/25/2012 12:47:30 PM,Jun 25 2012 12:41PM,1,03/15/2013 12:00:00 AM,[37.7408439280965,-122.4004544925]
425372,Tacos Rodriguez,Truck,9794000,OAKDALE AVE: INDUSTRIAL ST \ SELBY ST to TOLAND ST (2100 - 2199),2198 OAKDALE AVE,5590A008,5590A,008,13MFF-0017,APPROVED,Tacos: burritos: quesadillas: soda & water,6011973.411,2097858.615,37.7409947350024,-122.401172335386,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0017&ExportPDF=1&Filename=13MFF-0017_schedule.pdf,,02/27/2013 03:40:44 PM,Feb 27 2013  3:31PM,1,03/15/2014 12:00:00 AM,[37.740994748821,-122.401172335377]
359594,Walt's Catering,Truck,9891000,OCTAVIA ST: AUSTIN ST to PINE ST (1706 - 1799),1715 OCTAVIA ST,0663001,0663,001,12MFF-0037,REQUESTED,Cold Truck: Pre-packaged sandwiches: salads: snacks: fruit: candy: various beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0037&ExportPDF=1&Filename=12MFF-0037_schedule.pdf,,,Mar  9 2012 12:10PM,1,03/15/2013 12:00:00 AM,
357709,AK Double Up,Push Cart,9720000,OFARRELL ST: GRANT AVE \ MARKET ST to SECURITY PACIFIC PL (1 - 49),1 GRANT AVE,0313008,0313,008,12MFF-0029,REQUESTED,Trinidad Style Doubles: Coconut Water: Mexican Coke: Water.,6011156.81,2114625.684,37.7869877372103,-122.405176250827,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0029&ExportPDF=1&Filename=12MFF-0029_schedule.pdf,,,Mar  5 2012  9:40AM,0,03/15/2013 12:00:00 AM,[37.7869877509843,-122.405176250817]
335303,Kettle Corn Star,Push Cart,9722000,OFARRELL ST: STOCKTON ST to POWELL ST (100 - 199),55 STOCKTON ST,0327001,0327,001,11MFF-0133,REQUESTED,Kettle Corn: Funnel Cakes: Waffles: Lemonade,6010733.213,2114444.956,37.786467810713,-122.406629067365,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0133&ExportPDF=1&Filename=11MFF-0133_schedule.pdf,,,Sep 14 2011 10:11AM,0,03/15/2012 12:00:00 AM,[37.7864678244875,-122.406629067355]
429445,Paul's Catering,Truck,9743000,OFARRELL ST: BRODERICK ST to SAINT JOSEPHS AVE (2200 - 2299),2200 OFARRELL ST,1098044,1098,044,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,
428002,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1100 ORTEGA ST,2055019,2055,019,13MFF-0078,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990583.21,2102550.36,37.7526605204123,-122.475473531781,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0078&ExportPDF=1&Filename=13MFF-0078_schedule.pdf,,03/27/2013 02:44:50 PM,Mar 15 2013  1:12PM,1,03/15/2014 12:00:00 AM,[37.7526605342195,-122.475473531771]
428003,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,2116028,2116,028,13MFF-0078,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990463.819,2102357.539,37.7521241631187,-122.475872322222,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0078&ExportPDF=1&Filename=13MFF-0078_schedule.pdf,,03/27/2013 02:44:50 PM,Mar 15 2013  1:12PM,1,03/15/2014 12:00:00 AM,[37.7521241769265,-122.475872322212]
428005,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1199 ORTEGA ST,1404045,1404,045,13MFF-0078,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5986602.689,2113869.846,37.7835091222127,-122.4900712081,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0078&ExportPDF=1&Filename=13MFF-0078_schedule.pdf,,03/27/2013 02:44:50 PM,Mar 15 2013  1:12PM,1,03/15/2014 12:00:00 AM,[37.7835091359901,-122.49007120809]
425490,Smokin Warehouse Barbecue,Truck,24388000,OTIS ST: 12TH ST \ MISSION ST \ SOUTH VAN NESS AVE intersection,1655 MISSION ST,3514119,3514,119,13MFF-0018,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,6007105.134,2109091.101,37.771563765136,-122.418801506481,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0018&ExportPDF=1&Filename=13MFF-0018_schedule.pdf,,03/26/2013 10:18:18 AM,Feb 28 2013 11:07AM,0,03/15/2014 12:00:00 AM,[37.7715637789249,-122.418801506471]
427953,Daniel's Catering,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,007,13MFF-0074,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0074&ExportPDF=1&Filename=13MFF-0074_schedule.pdf,,03/15/2013 11:24:54 AM,Mar 15 2013 11:21AM,1,03/15/2014 12:00:00 AM,
434624,May Sun Kitchen,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,008,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6006498.051,2108782.928,37.7706833950426,-122.420879561399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7706834088324,-122.420879561389]
359602,Walt's Catering,Truck,19997000,OWENS ST: GENE FRIEND WAY \ UNNAMED 190 to CAMPUS WAY (1600 - 1699),1600 OWENS ST,8709004,8709,004,12MFF-0037,REQUESTED,Cold Truck: Pre-packaged sandwiches: salads: snacks: fruit: candy: various beverages,6014052.547,2107830.006,37.7684898039044,-122.394681506432,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0037&ExportPDF=1&Filename=12MFF-0037_schedule.pdf,,,Mar  9 2012 12:10PM,1,03/15/2013 12:00:00 AM,[37.7684898176963,-122.394681506423]
427987,D & T Catering,Truck,10161000,PACIFIC AVE: BRODERICK ST to BAKER ST (2900 - 2999),2940 PACIFIC AVE,0963040,0963,040,13MFF-0077,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5999983.375,2116821.34,37.7923854457537,-122.443991509158,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0077&ExportPDF=1&Filename=13MFF-0077_schedule.pdf,,03/15/2013 12:49:35 PM,Mar 15 2013 12:46PM,1,03/15/2014 12:00:00 AM,[37.7923854595225,-122.443991509148]
427997,D & T Catering,Truck,10163000,PACIFIC AVE: LYON ST to PRESIDIO AVE \ PRESIDIO BLVD (3100 - 3199),3100 PACIFIC AVE,0965006,0965,006,13MFF-0077,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5999233.782,2116707.127,37.792029058835,-122.446576889403,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0077&ExportPDF=1&Filename=13MFF-0077_schedule.pdf,,03/15/2013 12:49:35 PM,Mar 15 2013 12:46PM,1,03/15/2014 12:00:00 AM,[37.7920290726041,-122.446576889392]
429436,Paul's Catering,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,042,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.7267339112416,-122.378972005236,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,[37.7267339250739,-122.378972005226]
429443,Paul's Catering,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,13MFF-0095,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0095&ExportPDF=1&Filename=13MFF-0095_schedule.pdf,,03/25/2013 01:50:03 PM,Mar 25 2013  1:45PM,1,03/15/2014 12:00:00 AM,
427729,Singh Brothers Ice Cream,Truck,10218000,PALOU AVE: HAWES ST to INGALLS ST (1100 - 1199),1101 PALOU AVE,4757024,4757,024,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017464.809,2093259.551,37.7286714428179,-122.381865088641,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7286714566484,-122.381865088631]
305575,San Francisco Soup Company,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),401 PARNASSUS AVE,1756001,1756,001,11MFF-0017,REQUESTED,Soups: salads: sandwiches: beverages: chips and cookies,5995605.966,2106525.104,37.7638640323832,-122.458391749844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=11MFF-0017&ExportPDF=1&Filename=11MFF-0017_schedule.pdf,,,Mar  7 2011  8:38AM,0,03/15/2012 12:00:00 AM,[37.7638640461797,-122.458391749834]
426314,DO UC US Mobile Catering,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,001,13MFF-0033,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,5995605.966,2106525.104,37.7638640323832,-122.458391749844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0033&ExportPDF=1&Filename=13MFF-0033_schedule.pdf,,03/08/2013 10:20:17 AM,Mar  8 2013 10:11AM,1,03/15/2014 12:00:00 AM,[37.7638640461797,-122.458391749834]
427445,Munch A Bunch,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,001,13MFF-0040,REQUESTED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,5995605.966,2106525.104,37.7638640323832,-122.458391749844,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0040&ExportPDF=1&Filename=13MFF-0040_schedule.pdf,,,Mar 12 2013 11:24AM,1,03/15/2014 12:00:00 AM,[37.7638640461797,-122.458391749834]
427739,Singh Brothers Ice Cream,Truck,10327000,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,5083009,5083,009,13MFF-0059,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6012192.793,2086872.475,37.7108412835853,-122.399642614963,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0059&ExportPDF=1&Filename=13MFF-0059_schedule.pdf,,03/14/2013 10:29:49 AM,Mar 14 2013 10:25AM,1,03/15/2014 12:00:00 AM,[37.7108412974331,-122.399642614953]
434610,May Sun Kitchen,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,053,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014208.711,2105996.092,37.7634629606024,-122.394012946807,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7634629743992,-122.394012946797]
428021,F & C Catering,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,4167003,4167,003,13MFF-0079,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6014175.628,2103109.247,37.7555344716039,-122.393925277539,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0079&ExportPDF=1&Filename=13MFF-0079_schedule.pdf,,04/30/2013 03:37:27 PM,Mar 15 2013  1:55PM,1,03/15/2014 12:00:00 AM,[37.7555344854083,-122.393925277529]
434621,May Sun Kitchen,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,010,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014294.444,2103612.775,37.7569236537341,-122.393549610536,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7569236675372,-122.393549610526]
434638,May Sun Kitchen,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,095,13MFF-0100,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014413.787,2102312.799,37.7533608286727,-122.393045919913,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0100&ExportPDF=1&Filename=13MFF-0100_schedule.pdf,,04/08/2013 09:08:58 AM,Apr  5 2013  8:29AM,1,03/15/2014 12:00:00 AM,[37.7533608424793,-122.393045919903]
359592,Walt's Catering,Truck,10384000,PETER YORKE WAY: GEARY BLVD \ GOUGH ST \ STARR KING WAY to FRANKLIN ST \ POST ST (1 - 99),9 PETER YORKE WAY,0696024,0696,024,12MFF-0037,REQUESTED,Cold Truck: Pre-packaged sandwiches: salads: snacks: fruit: candy: various beverages,6005800.598,2114315.397,37.7858348701192,-122.423685488539,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0037&ExportPDF=1&Filename=12MFF-0037_schedule.pdf,,,Mar  9 2012 12:10PM,1,03/15/2013 12:00:00 AM,[37.7858348838943,-122.423685488529]
427529,BHUK Burger,Truck,10390000,PHELAN AVE: GENEVA AVE \ OCEAN AVE to JUDSON AVE (1 - 199),11 PHELAN AVE,3180001,3180,001,13MFF-0047,APPROVED,Pakistani Indian food: and salad: cold and hot drinks: Pakistani soft drinks: Sohan halva: Pakistani Indian desserts: and fruit dessert,5996539.936,2092561.48,37.7255769923986,-122.454152837668,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0047&ExportPDF=1&Filename=13MFF-0047_schedule.pdf,,03/13/2013 10:01:05 AM,Mar 13 2013  9:47AM,0,03/15/2014 12:00:00 AM,[37.7255770062321,-122.454152837658]
427928,Park's Catering,Truck,10397000,PHELPS ST: FAIRFAX AVE to GALVEZ AVE (500 - 599),525 PHELPS ST,5242015,5242,015,13MFF-0072,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015469.672,2098066.746,37.7417606496655,-122.389097970195,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0072&ExportPDF=1&Filename=13MFF-0072_schedule.pdf,,04/04/2013 08:44:08 AM,Mar 15 2013 10:24AM,1,03/15/2014 12:00:00 AM,[37.7417606634833,-122.389097970185]
423104,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,0260005,0260,005,13MFF-0011,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0011&ExportPDF=1&Filename=13MFF-0011_schedule.pdf,,05/01/2013 11:46:08 AM,Feb 19 2013 11:37AM,0,03/15/2014 12:00:00 AM,
427600,John's Catering #5,Truck,10460000,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,0259026,0259,026,13MFF-0057,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6011684.218,2116535.691,37.7922616341775,-122.403485955391,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0057&ExportPDF=1&Filename=13MFF-0057_schedule.pdf,,03/13/2013 02:46:23 PM,Mar 13 2013  2:15PM,1,03/15/2014 12:00:00 AM,[37.7922616479464,-122.403485955382]
427340,Mang Hang Catering,Truck,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,0646005,0646,005,13MFF-0039,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006569.835,2115753.493,37.7898269187633,-122.421126289056,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0039&ExportPDF=1&Filename=13MFF-0039_schedule.pdf,,,Mar 12 2013 10:39AM,1,03/15/2014 12:00:00 AM,[37.7898269325346,-122.421126289046]
379852,Roseleaf Kitchen LLC dba. Old World Food Truck,Truck,10547000,POLK ST: HAYES ST to LECH WALESA ST (100 - 148),135 POLK ST,0811001,0811,001,12MFF-0105,REQUESTED,Jewish sandwiches: Pierogi: Knish: Soups: Chips: Matzah Bark: Various Drinks,6007197.302,2111480.029,37.7781283797338,-122.418652129997,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0105&ExportPDF=1&Filename=12MFF-0105_schedule.pdf,,,Jul  3 2012  3:23PM,0,03/15/2012 12:00:00 AM,[37.7781283935163,-122.418652129987]
428492,"Casey's Pizza, LLC",Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,0311015,0311,015,13MFF-0085,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.788778723378,-122.402574568411,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0085&ExportPDF=1&Filename=13MFF-0085_schedule.pdf,,03/18/2013 03:26:46 PM,Mar 18 2013  3:20PM,0,03/15/2014 12:00:00 AM,[37.7887787371503,-122.402574568401]
427556,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10625000,POST ST: KEARNY ST to ROBERT KIRK LN (100 - 140),100 POST ST,0294004,0294,004,13MFF-0053,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011057.082,2115445.537,37.7892332828961,-122.40557905421,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0053&ExportPDF=1&Filename=13MFF-0053_schedule.pdf,,05/02/2013 11:10:30 AM,Mar 13 2013 11:44AM,1,03/15/2014 12:00:00 AM,[37.789233296668,-122.4055790542]
427493,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,0295016,0295,016,13MFF-0044,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010587.529,2115337.419,37.7889101495704,-122.407196034122,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0044&ExportPDF=1&Filename=13MFF-0044_schedule.pdf,,05/02/2013 10:35:07 AM,Mar 12 2013  3:30PM,1,03/15/2014 12:00:00 AM,[37.7889101633426,-122.407196034112]
383316,Cart In City,Truck,10645000,POST ST: BUCHANAN ST to WEBSTER ST (1700 - 1799),1737 POST ST,0700009,0700,009,12MFF-0110,REQUESTED,Various flavored takoyaki (octopus) balls: Ebi (shrimp): soda and water.,6003811.605,2114112.696,37.7851658282736,-122.43055237786,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=12MFF-0110&ExportPDF=1&Filename=12MFF-0110_schedule.pdf,,,Aug  1 2012 11:27AM,0,03/15/2012 12:00:00 AM,[37.7851658420494,-122.43055237785]
